"Cluster","Metabolite","Formula","Super_Class","Class","Sub_Class","HMDB","pct.1","pct.2","avg_log2FC","p_val","p_val_adj"
"心室肌肉2 Ventricular Muscle2","((2R,3S)-3-Amino-2-hydroxy-2-(1H-imidazol-4-ylmethyl)-5-methyl)-5-methylhexanoic Acid","C11H19N3O3","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","HMDB0242228",99.9984286735648,98.8833470626727,0.256229443421714,0,0
"心室肌肉2 Ventricular Muscle2","(+)-Chebulic acid","C14H12O11","Organic acids and derivatives","Carboxylic acids and derivatives","Tetracarboxylic acids and derivatives","HMDB0036617",75.953991561977,82.0641549489146,-0.0824860766836374,0,0
"心室肌肉2 Ventricular Muscle2","(+)-Setoclavine","C16H18N2O","Alkaloids and derivatives","Ergoline and derivatives","Clavines and derivatives","HMDB0033428",99.962288165555,98.1501593559642,0.263155845237917,0,0
"心室肌肉2 Ventricular Muscle2","(10E,15Z)-9,12,13-Trihydroxyoctadeca-10,15-dienoylcarnitine","C25H45NO7","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","HMDB0241542",86.1903976241544,77.7792349547615,0.126876435050404,0,0
"心室肌肉2 Ventricular Muscle2","(1R,3S,4S,6R)-6,9-Dihydroxyfenchone 6-O-b-D-glucoside","C16H26O8","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","HMDB0033222",95.3095905908973,93.8010325009665,0.0909408662287988,0,0
"心室肌肉2 Ventricular Muscle2","(1R,4E,6S,7S,17R)-4-Ethylidene-7-hydroxy-7-(hydroxymethyl)-6-methyl-2,9-dioxa-14-azatricyclo[9.5.1.014,17]heptadec-11-ene-3,8-dione","C18H25NO6","Phenylpropanoids and polyketides","Macrolides and analogues",NA,"HMDB0242334",96.3443090484833,96.1954019691015,0.055143718451105,0,0
"心室肌肉2 Ventricular Muscle2","(1R,9S,10S)-7,15-Diazatetracyclo[7.7.1.02,7.010,15]heptadeca-2,4-dien-6-one","C15H20N2O","Alkaloids and derivatives","Lupin alkaloids","Anagyrine-type alkaloids","HMDB0242345",100,98.8161347742992,0.252959512854954,0,0
"心室肌肉2 Ventricular Muscle2","(1S,2R,3R,4R,5R,6S,7S,8R,9R,10R,13R,14R,16S,17S,18R)-6,16,18-Trimethoxy-13-(methoxymethyl)-11-methyl-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecane-4,5,7,8,14-pentol","C24H39NO9","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","HMDB0242427",80.2719966059349,75.0164273936523,0.129141276134959,0,0
"心室肌肉2 Ventricular Muscle2","(1xi,3xi)-1,2,3,4-Tetrahydro-1-methyl-beta-carboline-3-carboxylic acid","C13H14N2O2","Alkaloids and derivatives","Harmala alkaloids",NA,"HMDB0037942",97.6846504977177,94.3119551808789,0.0835641551682753,0,0
"心室肌肉2 Ventricular Muscle2","(2-((3,5-Di-t-butyl-4-hydroxyphenyl)thio)-1-methylpropoxy)acetic acid","C20H32O4S","Benzenoids","Benzene and substituted derivatives","Phenylpropanes","HMDB0242455",79.252991412701,81.8323271981629,0.0284556467593714,0,0
"心室肌肉2 Ventricular Muscle2","(2-(2',6'-Dimethoxy)phenoxyethylamino)methylbenzo-1,4-dioxane","C19H23NO5","Benzenoids","Benzene and substituted derivatives","Methoxybenzenes","HMDB0242457",99.0336342423457,98.6113558713076,0.0214968244741196,0,0
"心室肌肉2 Ventricular Muscle2","(2-Amino-6-oxo-1H-purin-9-yl) dihydrogen phosphate","C5H6N5O5P","Organoheterocyclic compounds","Imidazopyrimidines","Purines and purine derivatives","HMDB0242464",93.3014354066986,92.1261897053178,-0.0447710037324986,0,0
"心室肌肉2 Ventricular Muscle2","(24E)-3alpha-Acetoxy-15alpha-hydroxy-23-oxo-7,9(11),24-lanostatrien-26-oic acid","C32H46O6","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids","HMDB0035386",81.4654190334771,75.6468841230094,0.135875062184803,0,0
"心室肌肉2 Ventricular Muscle2","(24E)-3alpha,15alpha-Diacetoxy-23-oxo-7,9(11),24-lanostatrien-26-oic acid","C34H48O7","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","HMDB0035388",81.595053464382,72.9652231051804,0.152764027112112,0,0
"心室肌肉2 Ventricular Muscle2","(2R,3R,4E)-2,3-Dihydroxy-5-(methylsulfanyl)pent-4-enoylcarnitine","C13H23NO6S","Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters","HMDB0241865",100,99.99754101384,0.031760677836175,0,0
"心室肌肉2 Ventricular Muscle2","(2R,3R,4S,5R)-2-(5,6-Dichlorobenzimidazol-1-yl)-5-(hydroxymethyl)oxolane-3,4-diol","C12H12Cl2N2O4","Nucleosides, nucleotides, and analogues","Benzimidazole ribonucleosides and ribonucleotides",NA,"HMDB0242505",79.8139549500711,83.3200138249666,-0.131172751991335,0,0
"心室肌肉2 Ventricular Muscle2","(2R,3R,4S,5R)-5-Fluoro-2,3,4-trihydroxy-6-oxohexyl dihydrogen phosphate","C6H12FO8P","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters","HMDB0242595",61.8874773139746,68.972239412357,-0.148724940476749,0,0
